020;Молоко 1,5% фас.плівка.;1;1;8.7;4;
030;Молоко 2,5% фас.плівка;1;1;9.66;40;
130;Кефір 2.5% 1л;1;1;11.04;5;
221;Сметана 20% пл 450гр;1;1;13.08;5;
222;Сметана 15% пл 450 гр;1;1;12.12;5;
240;Сметана 20 % ст 450г;1;1;13.5;2;
270;Сметана 15% 220г;1;1;7.14;2;
250;Сметана 20%ст 220гр;1;1;8.04;3;
110;Ряжанка 2,5% п/п 500г.;1;1;7.62;7;
080;Сироватка фасована;1;1;3.18;5;
800;Масло"Селянське"фас.72,5%;1;1;17.4;5;
313;Сир н/ж фас,200 г;1;1;9.72;3;
314;Сир  5% фас,200 г;1;1;10.98;3;
340;Сирок ванільний;1;1;6.36;4;
