020;Молоко 1,5% фас.плівка.;1;1;7.25;10;
030;Молоко 2,5% фас.плівка;1;1;8.05;60;
031;Молоко 2,5% 0,5л фас. плівка;1;1;4.7;5;
110;Ряжанка 2,5% п/п 500г.;1;1;6.35;7;
120;Кефір класичний п/п 0,5л;1;1;6.45;5;
130;Кефір 2.5% 1л;1;1;9.2;10;
160;Біопродукт кефірний 1% пл.500 гр;1;1;4.6;5;
170;Йогурт 2,5% Полуниця п/п;1;1;7;7;
171;Йогурт 2,5% Персик п/п;1;1;7;7;
190;Йогурт2,5% Полуниця;1;1;6.25;5;
191;Йогурт 2,5%Персик;1;1;6.25;5;
221;Сметана 20% пл 450гр;1;1;10.9;15;
222;Сметана 15% пл 450 гр;1;1;10.1;7;
313;Сир н/ж фас,200 г;1;1;8.1;10;
314;Сир  5% фас,200 г;1;1;9.15;7;
330;Сирок з родзинками;1;1;5.3;3;
340;Сирок ванільний;1;1;5.3;3;
341;Сирок з курагою;1;1;5.3;3;
800;Масло"Селянське"фас.72,5%;1;1;14.5;10;
